name,rank,year,industry,sector,headquarters_state,headquarters_city,market_value_mil,revenue_mil,profit_mil,asset_mil,employees,founder_is_ceo,female_ceo,newcomer_to_fortune_500,global_500
Veritiv,412,2020,Wholesalers: Diversified,Wholesalers,GA,Atlanta,127.0,7659.0,30.0,2511.0,8000.0,no,no,no,no
DCP Midstream,413,2020,Pipelines,Energy,CO,Denver,848.0,7625.0,17.0,14127.0,2250.0,no,no,no,no
American Tower,414,2020,Real Estate,Financials,MA,Boston,96444.0,7580.0,1888.0,42802.0,5454.0,no,no,no,no
Graybar Electric,415,2020,Wholesalers: Diversified,Wholesalers,MO,St. Louis,15835.0,7524.0,145.0,2518.0,9000.0,no,yes,no,no
WEC Energy Group,416,2020,Utilities: Gas and Electric,Energy,WI,Milwaukee,27799.0,7523.0,1134.0,34952.0,7509.0,no,no,no,no
NVR,417,2020,Homebuilders,Engineering & Construction,VA,Reston,9475.0,7428.0,879.0,3810.0,5700.0,no,no,no,no
Ulta Beauty,418,2020,Specialty Retailers: Other,Retailing,IL,Bolingbrook,9894.0,7398.0,706.0,4864.0,31000.0,no,yes,no,no
Devon Energy,419,2020,"Mining, Crude-Oil Production",Energy,OK,Oklahoma City,2646.0,7372.0,355.0,13717.0,1800.0,no,no,no,no
Blackstone,420,2020,Diversified Financials,Financials,NY,New York,30696.0,7338.0,2050.0,32586.0,2905.0,yes,no,no,no
Dean Foods,421,2020,Food Consumer Products,"Food, Beverages & Tobacco",TX,Dallas,10.0,7329.0,500.0,2229.0,14500.0,no,no,no,no
Fortive,422,2020,Industrial Machinery,Industrials,WA,Everett,18567.0,7326.0,739.0,17439.0,25000.0,no,no,no,no
UGI,423,2020,Energy,Energy,PA,King of Prussia,5562.0,7320.0,256.0,13347.0,12800.0,no,no,no,no
Burlington Stores,424,2020,Specialty Retailers: Apparel,Retailing,NJ,Burlington,10441.0,7286.0,465.0,5594.0,47000.0,no,no,no,no
Builders FirstSource,425,2020,"Building Materials, Glass",Materials,TX,Dallas,1420.0,7280.0,222.0,3250.0,15800.0,no,no,no,no
Toll Brothers,426,2020,Homebuilders,Engineering & Construction,PA,Horsham,2440.0,7224.0,590.0,10828.0,5100.0,no,no,no,no
Old Republic International,427,2020,Insurance: Property and Casualty (Stock),Financials,IL,Chicago,4635.0,7214.0,1056.0,21076.0,9000.0,no,no,no,no
Asbury Automotive Group,428,2020,"Automotive Retailing, Services",Retailing,GA,Duluth,1065.0,7210.0,184.0,2911.0,8500.0,no,no,no,no
Arthur J. Gallagher,429,2020,Diversified Financials,Financials,IL,Rolling Meadows,15455.0,7195.0,669.0,19635.0,33247.0,no,no,no,no
MasTec,430,2020,Engineering & Construction,Engineering & Construction,FL,Coral Gables,2507.0,7183.0,392.0,4997.0,21000.0,no,no,no,no
Owens Corning,431,2020,"Building Materials, Glass",Materials,OH,Toledo,4201.0,7160.0,405.0,10006.0,19000.0,no,no,no,no
Magellan Health,432,2020,Health Care: Insurance and Managed Care,Health Care,AZ,Phoenix,1188.0,7159.0,56.0,3092.0,10100.0,no,no,no,no
Dover,433,2020,Industrial Machinery,Industrials,IL,Downers Grove,12094.0,7136.0,678.0,8670.0,24000.0,no,no,no,no
Beacon Roofing Supply,434,2020,Wholesalers: Diversified,Wholesalers,VA,Herndon,1138.0,7105.0,11.0,6393.0,8147.0,no,no,no,no
Avery Dennison,435,2020,"Packaging, Containers",Materials,CA,Glendale,8485.0,7070.0,304.0,5489.0,30000.0,no,no,no,no
Hanesbrands,436,2020,Apparel,Apparel,NC,Winston-Salem,2817.0,6967.0,601.0,7354.0,63000.0,no,no,no,no
Packaging Corp. of America,437,2020,"Packaging, Containers",Materials,IL,Lake Forest,8236.0,6964.0,696.0,7236.0,15500.0,no,no,no,no
M&T Bank,438,2020,Commercial Banks,Financials,NY,Buffalo,13441.0,6941.0,1929.0,119873.0,17386.0,no,no,no,no
NCR,439,2020,"Computers, Office Equipment",Technology,GA,Atlanta,2287.0,6915.0,564.0,8987.0,36000.0,no,no,no,no
Northern Trust,440,2020,Commercial Banks,Financials,IL,Chicago,15791.0,6895.0,1492.0,136828.0,19800.0,no,no,no,no
Cintas,441,2020,Diversified Outsourcing Services,Business Services,OH,Cincinnati,18024.0,6892.0,885.0,7437.0,45000.0,no,no,no,no
Polaris,442,2020,Transportation Equipment,Transportation,MN,Medina,2959.0,6863.0,324.0,4431.0,14000.0,no,no,no,no
CMS Energy,443,2020,Utilities: Gas and Electric,Energy,MI,Jackson,16697.0,6845.0,680.0,26837.0,8459.0,no,yes,no,no
Seaboard,444,2020,Food Production,"Food, Beverages & Tobacco",KS,Merriam,3274.0,6840.0,283.0,6285.0,13100.0,no,no,no,no
Intuit,445,2020,Computer Software,Technology,CA,Mountain View,59913.0,6784.0,1557.0,6283.0,9400.0,no,no,no,no
Regions Financial,446,2020,Commercial Banks,Financials,AL,Birmingham,8588.0,6755.0,1582.0,126240.0,19564.0,no,no,no,no
FM Global,447,2020,Insurance: Property and Casualty (Stock),Financials,RI,Johnston,15835.0,6743.0,2479.0,25054.0,5591.0,no,no,yes,no
Advanced Micro Devices,448,2020,Semiconductors and Other Electronic Components,Technology,CA,Santa Clara,53250.0,6731.0,341.0,6028.0,11400.0,no,yes,no,no
Ovintiv,449,2020,"Mining, Crude-Oil Production",Energy,CO,Denver,702.0,6726.0,234.0,21487.0,2571.0,no,no,yes,no
Booz Allen Hamilton Holding,450,2020,Information Technology Services,Technology,VA,McLean,9624.0,6704.0,419.0,3832.0,26100.0,no,no,no,no
S&P Global,451,2020,Financial Data Services,Business Services,NY,New York,59042.0,6699.0,2123.0,11348.0,22500.0,no,no,no,no
Rockwell Automation,452,2020,"Electronics, Electrical Equipment",Industrials,WI,Milwaukee,17533.0,6695.0,696.0,6113.0,23000.0,no,no,no,no
O-I Glass,453,2020,"Packaging, Containers",Materials,OH,Perrysburg,1109.0,6691.0,400.0,9610.0,27500.0,no,no,no,no
Wynn Resorts,454,2020,"Hotels, Casinos, Resorts","Hotels, Restaurants & Leisure",NV,Las Vegas,6471.0,6611.0,123.0,13871.0,30200.0,no,no,no,no
Securian Financial Group,455,2020,"Insurance: Life, Health (Stock)",Financials,MN,St. Paul,15835.0,6601.0,435.0,63138.0,6400.0,no,no,yes,no
Bread Financial Holdings,456,2020,Financial Data Services,Business Services,OH,Columbus,1603.0,6581.0,278.0,26495.0,8500.0,no,no,no,no
Brighthouse Financial,457,2020,"Insurance: Life, Health (Stock)",Financials,NC,Charlotte,2540.0,6554.0,740.0,227259.0,1330.0,no,no,no,no
Weyerhaeuser,457,2020,Forest and Paper Products,Materials,WA,Seattle,12637.0,6554.0,76.0,16406.0,9400.0,no,no,no,no
Intercontinental Exchange,459,2020,Securities,Financials,GA,Atlanta,44343.0,6547.0,1933.0,94493.0,5989.0,yes,no,no,no
American Axle & Manufacturing,460,2020,Motor Vehicles & Parts,Motor Vehicles & Parts,MI,Detroit,408.0,6531.0,485.0,6645.0,20000.0,no,no,no,no
Hess,461,2020,"Mining, Crude-Oil Production",Energy,NY,New York,10164.0,6510.0,408.0,21782.0,1775.0,no,no,no,no
ABM Industries,462,2020,Diversified Outsourcing Services,Business Services,NY,New York,1623.0,6499.0,127.0,3693.0,140000.0,no,no,no,no
Activision Blizzard,463,2020,Entertainment,Media,CA,Santa Monica,45753.0,6489.0,1503.0,19845.0,9200.0,no,no,no,no
GameStop,464,2020,Specialty Retailers: Other,Retailing,TX,Grapevine,226.0,6466.0,471.0,2820.0,30000.0,no,no,no,no
APA,465,2020,"Mining, Crude-Oil Production",Energy,TX,Houston,1577.0,6411.0,3553.0,18107.0,3163.0,no,no,no,no
Science Applications International,466,2020,Information Technology Services,Technology,VA,Reston,4317.0,6379.0,226.0,4711.0,24311.0,no,yes,yes,no
AK Steel Holding,467,2020,Metals,Materials,OH,West Chester,15835.0,6359.0,11.0,4591.0,9300.0,no,no,no,no
Dillard's,468,2020,General Merchandisers,Retailing,AR,Little Rock,864.0,6343.0,111.0,3430.0,30400.0,no,no,no,no
Ralph Lauren,469,2020,Apparel,Apparel,NY,New York,4928.0,6313.0,431.0,5943.0,18650.0,no,no,no,no
Celanese,470,2020,Chemicals,Chemicals,TX,Irving,8775.0,6297.0,852.0,9476.0,7714.0,no,yes,no,no
R.R. Donnelley & Sons,471,2020,"Publishing, Printing",Media,IL,Chicago,68.0,6276.0,93.0,3330.0,36400.0,no,no,no,no
Zoetis,472,2020,Pharmaceuticals,Health Care,NJ,Parsippany,55895.0,6260.0,1500.0,11545.0,10600.0,no,yes,no,no
Mahwah Bergen Retail Group,473,2020,Specialty Retailers: Apparel,Retailing,NJ,Mahwah,14.0,6243.0,661.0,2700.0,33000.0,no,yes,no,no
Clorox,474,2020,Household and Personal Products,Household Products,CA,Oakland,21674.0,6214.0,820.0,5116.0,8800.0,no,yes,no,no
Ingredion,475,2020,Food Production,"Food, Beverages & Tobacco",IL,Westchester,5050.0,6209.0,413.0,6040.0,11000.0,no,no,no,no
First American Financial,476,2020,Insurance: Property and Casualty (Stock),Financials,CA,Santa Ana,4791.0,6202.0,707.0,11519.0,18412.0,no,no,no,no
Graphic Packaging Holding,477,2020,"Packaging, Containers",Materials,GA,Atlanta,3542.0,6160.0,207.0,7290.0,18000.0,no,no,no,no
HD Supply Holdings,478,2020,Wholesalers: Diversified,Wholesalers,GA,Atlanta,4605.0,6146.0,452.0,4715.0,11500.0,no,no,no,no
NetApp,478,2020,"Computers, Office Equipment",Technology,CA,Sunnyvale,9221.0,6146.0,1169.0,8741.0,10500.0,no,no,no,no
TravelCenters of America,480,2020,Specialty Retailers: Other,Retailing,OH,Westlake,81.0,6117.0,33.0,3231.0,18594.0,no,no,no,no
Olin,481,2020,Chemicals,Chemicals,MO,Clayton,1842.0,6110.0,11.0,9188.0,6500.0,no,no,no,no
Robert Half International,482,2020,Temporary Help,Business Services,CA,Menlo Park,4346.0,6074.0,454.0,2311.0,16000.0,no,no,no,no
EnLink Midstream,483,2020,Pipelines,Energy,TX,Dallas,537.0,6053.0,1119.0,9336.0,1355.0,no,no,no,no
Avantor,484,2020,"Scientific, Photographic and Control Equipment",Technology,PA,Radnor,7156.0,6040.0,38.0,9773.0,12000.0,no,no,yes,no
Tapestry,485,2020,Apparel,Apparel,NY,New York,3575.0,6027.0,643.0,6877.0,17400.0,no,yes,no,no
TD Ameritrade Holding,486,2020,Securities,Financials,NE,Omaha,18739.0,6016.0,2208.0,43786.0,9226.0,no,no,yes,no
Analog Devices,487,2020,Semiconductors and Other Electronic Components,Technology,MA,Norwood,33011.0,5991.0,1363.0,21393.0,16400.0,no,no,no,no
Ameren,488,2020,Utilities: Gas and Electric,Energy,MO,St. Louis,17970.0,5910.0,828.0,28933.0,9323.0,no,no,no,no
Williams-Sonoma,489,2020,Specialty Retailers: Other,Retailing,CA,San Francisco,3282.0,5898.0,356.0,4054.0,19300.0,no,yes,no,no
Anywhere Real Estate,490,2020,Real Estate,Financials,NJ,Madison,347.0,5870.0,188.0,7543.0,10150.0,no,no,no,no
Commercial Metals,491,2020,Metals,Materials,TX,Irving,1880.0,5829.0,198.0,3759.0,11524.0,no,yes,yes,no
Rush Enterprises,492,2020,"Automotive Retailing, Services",Retailing,TX,New Braunfels,1146.0,5810.0,142.0,3407.0,7244.0,no,no,yes,no
Franklin Resources,493,2020,Securities,Financials,CA,San Mateo,8293.0,5775.0,1196.0,14532.0,9597.0,no,yes,no,no
Fortune Brands Innovations,494,2020,"Home Equipment, Furnishings",Household Products,IL,Deerfield,6042.0,5765.0,432.0,6291.0,24700.0,no,no,yes,no
Levi Strauss,495,2020,Apparel,Apparel,CA,San Francisco,4961.0,5763.0,395.0,4232.0,15800.0,no,no,no,no
Crown Castle,496,2020,Real Estate,Financials,TX,Houston,60179.0,5763.0,860.0,38457.0,5100.0,no,no,yes,no
Simon Property Group,497,2020,Real Estate,Financials,IN,Indianapolis,16835.0,5755.0,2102.0,31232.0,3750.0,no,no,no,no
Cerner,498,2020,Health Care: Pharmacy and Other Services,Health Care,MO,North Kansas City,19164.0,5693.0,530.0,6895.0,27400.0,no,no,yes,no
Post Holdings,499,2020,Food Consumer Products,"Food, Beverages & Tobacco",MO,St. Louis,5732.0,5681.0,125.0,11952.0,10100.0,no,no,no,no
Huntington Bancshares,500,2020,Commercial Banks,Financials,OH,Columbus,8399.0,5655.0,1411.0,109002.0,15664.0,no,no,yes,no
Walmart,1,2021,General Merchandisers,Retailing,AR,Bentonville,382643.0,559151.0,13510.0,252496.0,2300000.0,no,no,no,yes
Amazon,2,2021,Internet Services and Retailing,Retailing,WA,Seattle,1558070.0,386064.0,21331.0,321195.0,1298000.0,yes,no,no,yes
Apple,3,2021,"Computers, Office Equipment",Technology,CA,Cupertino,2050666.0,274515.0,57411.0,323888.0,147000.0,no,no,no,yes
CVS Health,4,2021,Health Care: Pharmacy and Other Services,Health Care,RI,Woonsocket,98653.0,268706.0,7179.0,230715.0,256500.0,no,yes,no,yes
UnitedHealth Group,5,2021,Health Care: Insurance and Managed Care,Health Care,MN,Minnetonka,351725.0,257141.0,15403.0,197289.0,330000.0,no,no,no,yes
Berkshire Hathaway,6,2021,Insurance: Property and Casualty (Stock),Financials,NE,Omaha,587823.0,245510.0,42521.0,873729.0,360000.0,no,no,no,yes
McKesson,7,2021,Wholesalers: Health Care,Health Care,TX,Irving,31044.0,231051.0,900.0,61247.0,70000.0,no,no,no,yes
AmerisourceBergen,8,2021,Wholesalers: Health Care,Health Care,PA,Chesterbrook,24170.0,189894.0,3409.0,44275.0,21500.0,no,no,no,yes
Alphabet,9,2021,Internet Services and Retailing,Technology,CA,Mountain View,1392562.0,182527.0,40269.0,319616.0,135301.0,no,no,no,yes
Exxon Mobil,10,2021,Petroleum Refining,Energy,TX,Irving,236355.0,181502.0,22440.0,332750.0,72000.0,no,no,no,yes
AT&T,11,2021,Telecommunications,Telecommunications,TX,Dallas,215879.0,171760.0,5176.0,525761.0,230760.0,no,no,no,yes
Costco Wholesale,12,2021,General Merchandisers,Retailing,WA,Issaquah,155984.0,166761.0,4002.0,55556.0,214500.0,no,no,no,yes
Cigna,13,2021,Health Care: Pharmacy and Other Services,Health Care,CT,Bloomfield,83976.0,160401.0,8458.0,155451.0,72963.0,no,no,no,yes
Cardinal Health,14,2021,Wholesalers: Health Care,Health Care,OH,Dublin,17840.0,152922.0,3696.0,40766.0,48000.0,no,no,no,yes
Microsoft,15,2021,Computer Software,Technology,WA,Redmond,1778228.0,143015.0,44281.0,301311.0,163000.0,no,no,no,yes
Walgreens Boots Alliance,16,2021,Food & Drug Stores,Food & Drug Stores,IL,Deerfield,47455.0,139537.0,456.0,87174.0,277000.0,no,yes,no,yes
Kroger,17,2021,Food & Drug Stores,Food & Drug Stores,OH,Cincinnati,27064.0,132498.0,2585.0,48662.0,465000.0,no,no,no,yes
Home Depot,18,2021,Specialty Retailers: Other,Retailing,GA,Atlanta,328775.0,132110.0,12866.0,70581.0,504800.0,no,no,no,yes
JPMorgan Chase,19,2021,Commercial Banks,Financials,NY,New York,464531.0,129503.0,29131.0,3386071.0,255351.0,no,no,no,yes
Verizon Communications,20,2021,Telecommunications,Telecommunications,NY,New York,240633.0,128292.0,17801.0,316481.0,132200.0,no,no,no,yes
Ford Motor,21,2021,Motor Vehicles & Parts,Motor Vehicles & Parts,MI,Dearborn,48739.0,127144.0,1279.0,267261.0,186000.0,no,no,no,yes
General Motors,22,2021,Motor Vehicles & Parts,Motor Vehicles & Parts,MI,Detroit,82795.0,122485.0,6427.0,235194.0,155000.0,no,yes,no,yes
Elevance Health,23,2021,Health Care: Insurance and Managed Care,Health Care,IN,Indianapolis,87909.0,121867.0,4572.0,86615.0,83400.0,no,yes,no,yes
Centene,24,2021,Health Care: Insurance and Managed Care,Health Care,MO,St. Louis,37170.0,111115.0,1808.0,68719.0,71300.0,no,yes,no,yes
Fannie Mae,25,2021,Diversified Financials,Financials,DC,Washington,2397.0,106437.0,11805.0,3985749.0,7700.0,no,no,no,yes
Comcast,26,2021,Telecommunications,Telecommunications,PA,Philadelphia,247859.0,103564.0,10534.0,273869.0,168000.0,no,no,no,yes
Chevron,27,2021,Petroleum Refining,Energy,CA,San Ramon,201865.0,94692.0,5543.0,239790.0,47736.0,no,no,no,yes
Dell Technologies,28,2021,"Computers, Office Equipment",Technology,TX,Round Rock,67229.0,94224.0,3250.0,123415.0,158000.0,yes,no,no,yes
Bank of America,29,2021,Commercial Banks,Financials,NC,Charlotte,333788.0,93753.0,17894.0,2819627.0,212505.0,no,no,no,yes
Target,30,2021,General Merchandisers,Retailing,MN,Minneapolis,98761.0,93561.0,4368.0,51248.0,409000.0,no,no,no,yes
Lowe's,31,2021,Specialty Retailers: Other,Retailing,NC,Mooresville,136408.0,89597.0,5835.0,46735.0,280000.0,no,no,no,yes
Marathon Petroleum,32,2021,Petroleum Refining,Energy,OH,Findlay,34874.0,88952.0,9826.0,85158.0,57900.0,no,no,no,yes
Citigroup,33,2021,Commercial Banks,Financials,NY,New York,151806.0,88839.0,11047.0,2260090.0,210153.0,no,yes,no,yes
Meta Platforms,34,2021,Internet Services and Retailing,Technology,CA,Menlo Park,838724.0,85965.0,29146.0,159316.0,58604.0,yes,no,no,yes
UPS,35,2021,"Mail, Package, and Freight Delivery",Transportation,GA,Atlanta,147792.0,84628.0,1343.0,62408.0,408255.0,no,yes,no,yes
Johnson & Johnson,36,2021,Pharmaceuticals,Health Care,NJ,New Brunswick,432685.0,82584.0,14714.0,174894.0,134500.0,no,no,no,yes
Wells Fargo,37,2021,Commercial Banks,Financials,CA,San Francisco,161521.0,80303.0,3301.0,1955163.0,268531.0,no,no,no,yes
General Electric,38,2021,Industrial Machinery,Industrials,MA,Boston,115343.0,79619.0,5704.0,253452.0,184000.0,no,no,no,yes
State Farm Insurance,39,2021,Insurance: Property and Casualty (Mutual),Financials,IL,Bloomington,15835.0,78898.0,3739.0,299105.0,57582.0,no,no,no,yes
Intel,40,2021,Semiconductors and Other Electronic Components,Technology,CA,Santa Clara,260630.0,77867.0,20899.0,153091.0,110600.0,no,no,no,yes
Humana,41,2021,Health Care: Insurance and Managed Care,Health Care,KY,Louisville,54088.0,77155.0,3367.0,34969.0,48700.0,no,no,no,yes
IBM,42,2021,Information Technology Services,Technology,NY,Armonk,119080.0,73620.0,5590.0,155971.0,364800.0,no,no,no,yes
Procter & Gamble,43,2021,Household and Personal Products,Household Products,OH,Cincinnati,333493.0,70950.0,13027.0,120700.0,99000.0,no,no,no,yes
PepsiCo,44,2021,Food Consumer Products,"Food, Beverages & Tobacco",NY,Purchase,195208.0,70372.0,7120.0,92918.0,291000.0,no,no,no,yes
FedEx,45,2021,"Mail, Package, and Freight Delivery",Transportation,TN,Memphis,75368.0,69217.0,1286.0,73537.0,418000.0,yes,no,no,yes
MetLife,46,2021,"Insurance: Life, Health (Stock)",Financials,NY,New York,53763.0,67842.0,5407.0,795146.0,46500.0,no,no,no,yes
Freddie Mac,47,2021,Diversified Financials,Financials,VA,McLean,1333.0,66228.0,7326.0,2627415.0,6922.0,no,no,no,yes
Phillips 66,48,2021,Petroleum Refining,Energy,TX,Houston,35704.0,65494.0,3975.0,54721.0,14300.0,no,no,no,yes
Lockheed Martin,49,2021,Aerospace & Defense,Aerospace & Defense,MD,Bethesda,102984.0,65398.0,6833.0,50710.0,114000.0,no,no,no,yes
Walt Disney,50,2021,Entertainment,Media,CA,Burbank,334953.0,65388.0,2864.0,201549.0,203000.0,no,no,no,yes
Archer Daniels Midland,51,2021,Food Production,"Food, Beverages & Tobacco",IL,Chicago,31835.0,64355.0,1772.0,49719.0,38332.0,no,no,no,yes
Albertsons,52,2021,Food & Drug Stores,Food & Drug Stores,ID,Boise,8878.0,62455.0,466.0,24735.0,270000.0,no,no,no,yes
Valero Energy,53,2021,Petroleum Refining,Energy,TX,San Antonio,29267.0,60115.0,1421.0,51774.0,9964.0,no,no,no,yes
Boeing,54,2021,Aerospace & Defense,Aerospace & Defense,IL,Chicago,148665.0,58158.0,11873.0,152136.0,141000.0,no,no,no,yes
Prudential Financial,55,2021,"Insurance: Life, Health (Stock)",Financials,NJ,Newark,36022.0,57033.0,374.0,940722.0,41671.0,no,no,no,yes
HP,56,2021,"Computers, Office Equipment",Technology,CA,Palo Alto,39580.0,56639.0,2844.0,34681.0,53000.0,no,no,no,yes
Raytheon Technologies,57,2021,Aerospace & Defense,Aerospace & Defense,MA,Waltham,117144.0,56587.0,3519.0,162153.0,181000.0,no,no,no,yes
StoneX Group,58,2021,Diversified Financials,Financials,NY,New York,1284.0,54140.0,170.0,13475.0,2950.0,no,no,no,yes
Goldman Sachs Group,59,2021,Commercial Banks,Financials,NY,New York,116903.0,53498.0,9459.0,1163028.0,40500.0,no,no,no,yes
Sysco,60,2021,Wholesalers: Food and Grocery,Wholesalers,TX,Houston,40190.0,52893.0,216.0,22628.0,57000.0,no,no,no,yes
Morgan Stanley,61,2021,Commercial Banks,Financials,NY,New York,146162.0,52047.0,10996.0,1115862.0,68097.0,no,no,no,yes
HCA Healthcare,62,2021,Health Care: Medical Facilities,Health Care,TN,Nashville,63459.0,51533.0,3754.0,47490.0,235000.0,no,no,no,yes
Cisco Systems,63,2021,Network and Other Communications Equipment,Technology,CA,San Jose,218309.0,49301.0,11214.0,94853.0,77500.0,no,no,no,yes
Charter Communications,64,2021,Telecommunications,Telecommunications,CT,Stamford,128966.0,48097.0,3222.0,144206.0,96100.0,no,no,no,yes
Merck,65,2021,Pharmaceuticals,Health Care,NJ,Kenilworth,195062.0,47994.0,7067.0,91588.0,73500.0,no,no,no,yes
Best Buy,66,2021,Specialty Retailers: Other,Retailing,MN,Richfield,28708.0,47262.0,1798.0,19067.0,81600.0,no,yes,no,yes
New York Life Insurance,67,2021,"Insurance: Life, Health (Mutual)",Financials,NY,New York,15835.0,46712.0,822.0,359313.0,11506.0,no,no,no,yes
AbbVie,68,2021,Pharmaceuticals,Health Care,IL,North Chicago,190989.0,45804.0,4616.0,150565.0,47000.0,no,no,no,yes
Publix Super Markets,69,2021,Food & Drug Stores,Food & Drug Stores,FL,Lakeland,15835.0,45204.0,3972.0,28094.0,227000.0,no,no,no,yes
Allstate,70,2021,Insurance: Property and Casualty (Stock),Financials,IL,Northbrook,34800.0,44791.0,5576.0,125987.0,42010.0,no,no,no,yes
Liberty Mutual Insurance Group,71,2021,Insurance: Property and Casualty (Stock),Financials,MA,Boston,15835.0,43796.0,758.0,145377.0,45000.0,no,no,no,yes
AIG,72,2021,Insurance: Property and Casualty (Stock),Financials,NY,New York,39849.0,43736.0,5944.0,586481.0,45000.0,no,no,no,yes
Tyson Foods,73,2021,Food Production,"Food, Beverages & Tobacco",AR,Springdale,27100.0,43185.0,2061.0,34456.0,139000.0,no,no,no,yes
Progressive,74,2021,Insurance: Property and Casualty (Stock),Financials,OH,Mayfield Village,55947.0,42658.0,5705.0,64098.0,43326.0,no,yes,no,yes
Bristol-Myers Squibb,75,2021,Pharmaceuticals,Health Care,NY,New York,141028.0,42518.0,9015.0,118481.0,30250.0,no,no,no,yes
Nationwide,76,2021,Insurance: Property and Casualty (Mutual),Financials,OH,Columbus,15835.0,41930.0,138.0,256589.0,25391.0,no,no,no,yes
Pfizer,77,2021,Pharmaceuticals,Health Care,NY,New York,202097.0,41908.0,9616.0,154229.0,78500.0,no,no,no,yes
Caterpillar,78,2021,Construction and Farm Machinery,Industrials,IL,Deerfield,126440.0,41748.0,2998.0,78324.0,97300.0,no,no,no,yes
TIAA,79,2021,"Insurance: Life, Health (Mutual)",Financials,NY,New York,15835.0,41619.0,558.0,654252.0,14953.0,no,yes,no,yes
Oracle,80,2021,Computer Software,Technology,TX,Austin,202338.0,39068.0,10135.0,115438.0,135000.0,no,yes,no,yes
Energy Transfer,81,2021,Pipelines,Energy,TX,Dallas,20755.0,38954.0,648.0,95144.0,11421.0,no,no,no,yes
Dow,82,2021,Chemicals,Chemicals,MI,Midland,47650.0,38542.0,1225.0,61470.0,35700.0,no,no,no,yes
American Express,83,2021,Diversified Financials,Financials,NY,New York,113636.0,38185.0,3135.0,191367.0,63700.0,no,no,no,yes
General Dynamics,84,2021,Aerospace & Defense,Aerospace & Defense,VA,Reston,51482.0,37925.0,3167.0,51308.0,100700.0,no,yes,no,yes
Nike,85,2021,Apparel,Apparel,OR,Beaverton,209500.0,37403.0,2539.0,31342.0,75400.0,no,no,no,yes
Northrop Grumman,86,2021,Aerospace & Defense,Aerospace & Defense,VA,Falls Church,53957.0,36799.0,3189.0,44469.0,97000.0,no,yes,no,yes
USAA,87,2021,Insurance: Property and Casualty (Stock),Financials,TX,San Antonio,15835.0,36296.0,3907.0,200348.0,35935.0,no,no,no,yes
Deere,88,2021,Construction and Farm Machinery,Industrials,IL,Moline,117270.0,35540.0,2751.0,75091.0,69634.0,no,no,no,yes
Abbott Laboratories,89,2021,Medical Products and Equipment,Health Care,IL,Abbott Park,212300.0,34608.0,4495.0,72548.0,109000.0,no,no,no,yes
Northwestern Mutual,90,2021,"Insurance: Life, Health (Mutual)",Financials,WI,Milwaukee,15835.0,33782.0,425.0,308767.0,6641.0,no,no,no,yes
Dollar General,91,2021,Specialty Retailers: Other,Retailing,TN,Goodlettsville,48480.0,33747.0,2655.0,25863.0,158000.0,no,no,no,yes
Exelon,92,2021,Utilities: Gas and Electric,Energy,IL,Chicago,42724.0,33039.0,1963.0,129317.0,32340.0,no,no,no,yes
Coca-Cola,93,2021,Beverages,"Food, Beverages & Tobacco",GA,Atlanta,227144.0,33014.0,7747.0,87296.0,80300.0,no,no,no,yes
Honeywell International,94,2021,"Electronics, Electrical Equipment",Industrials,NC,Charlotte,150972.0,32637.0,4779.0,64586.0,103000.0,no,no,no,yes
Thermo Fisher Scientific,95,2021,"Scientific, Photographic and Control Equipment",Technology,MA,Waltham,179719.0,32218.0,6375.0,69052.0,84362.0,no,no,no,yes
3M,96,2021,Chemicals,Chemicals,MN,St. Paul,111642.0,32184.0,5384.0,47344.0,94987.0,no,no,no,yes
TJX,97,2021,Specialty Retailers: Apparel,Retailing,MA,Framingham,79775.0,32137.0,91.0,30814.0,320000.0,no,no,no,yes
Travelers,98,2021,Insurance: Property and Casualty (Stock),Financials,NY,New York,37933.0,31981.0,2697.0,116764.0,30294.0,no,no,no,yes
Capital One Financial,99,2021,Commercial Banks,Financials,VA,McLean,58097.0,31643.0,2714.0,421602.0,51985.0,yes,no,no,yes
Tesla,100,2021,Motor Vehicles & Parts,Motor Vehicles & Parts,CA,Palo Alto,641115.0,31536.0,721.0,52148.0,70757.0,yes,no,no,no
Philip Morris International,101,2021,Tobacco,"Food, Beverages & Tobacco",NY,New York,138302.0,28694.0,8056.0,44815.0,71000.0,no,no,no,yes
Arrow Electronics,102,2021,Wholesalers: Electronics and Office Equipment,Wholesalers,CO,Centennial,8268.0,28673.0,584.0,17054.0,19600.0,no,no,no,yes
CHS,103,2021,Food Production,"Food, Beverages & Tobacco",MN,Inver Grove Heights,15835.0,28406.0,422.0,15994.0,10493.0,no,no,no,yes
Jabil,104,2021,Semiconductors and Other Electronic Components,Technology,FL,St. Petersburg,7833.0,27266.0,54.0,14397.0,240000.0,no,no,no,no
Enterprise Products Partners,105,2021,Pipelines,Energy,TX,Houston,48039.0,27200.0,3776.0,64107.0,7130.0,no,no,no,yes
Hewlett Packard Enterprise,106,2021,"Computers, Office Equipment",Technology,TX,Houston,20480.0,26982.0,322.0,54015.0,59400.0,no,no,no,yes
United Natural Foods,107,2021,Wholesalers: Food and Grocery,Wholesalers,RI,Providence,1854.0,26743.0,274.0,7587.0,28300.0,no,no,no,no
Mondelez International,108,2021,Food Consumer Products,"Food, Beverages & Tobacco",IL,Chicago,82651.0,26581.0,3555.0,67810.0,79000.0,no,no,no,yes
